episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,steps_per_eps
1700,1700,10941,7.110e+00,0.000e+00,1.300e+00,2.262e-01,2.717e+00,0.000e+00,3.109e-02,1.951e-01,1.000e+02,1.965e+00,1.300e+00,2.000e-01,3.634e+00,2.689e-01,3.627e+00,6.841e-03,4.536e-04,0.000e+00,-1.875e+00,1.700e+00,0.000e+00,9.543e-01,1.829e+00,9.543e-01,0.000e+00,0.000e+00,0.000e+00,1.70
1800,1800,11355,7.096e+00,1.000e-01,1.700e+00,1.247e+00,2.551e+00,2.378e-01,7.845e-02,9.304e-01,9.000e+01,1.283e+00,1.300e+00,5.000e-01,3.520e+00,7.374e-01,3.517e+00,3.533e-04,2.328e-03,0.000e+00,-2.679e+00,2.000e+00,2.000e-01,8.331e-01,2.312e+00,8.330e-01,0.000e+00,3.422e-05,0.000e+00,2.20
1900,1900,11760,6.764e+00,0.000e+00,1.800e+00,2.765e-01,2.112e+00,0.000e+00,1.100e-02,2.655e-01,9.000e+01,1.956e+00,1.200e+00,3.000e-01,3.431e+00,1.750e-01,3.430e+00,2.896e-04,2.224e-04,0.000e+00,-2.620e+00,1.600e+00,1.000e-01,4.452e-01,1.865e+00,4.449e-01,5.751e-05,3.274e-04,0.000e+00,1.90
2000,2000,12130,7.144e+00,2.000e-01,1.100e+00,2.958e-01,1.852e+00,1.989e-01,0.000e+00,9.686e-02,1.000e+02,3.330e+00,1.100e+00,2.000e-01,3.646e+00,2.156e-01,3.645e+00,0.000e+00,5.213e-04,0.000e+00,-2.974e+00,1.200e+00,1.000e-01,1.124e-01,1.987e+00,1.124e-01,0.000e+00,1.014e-05,0.000e+00,1.30
2100,2100,12514,6.746e+00,1.000e-01,1.600e+00,1.296e-01,1.883e+00,7.432e-02,3.878e-03,5.141e-02,1.000e+02,1.860e+00,1.100e+00,4.000e-01,2.544e+00,1.841e-01,2.544e+00,1.186e-04,8.544e-05,0.000e+00,-1.807e+00,1.800e+00,1.000e-01,8.611e-01,1.468e+00,8.606e-01,0.000e+00,5.632e-04,0.000e+00,1.90
2200,2200,12897,7.577e+00,1.000e-01,1.200e+00,1.009e-01,2.224e+00,5.208e-02,1.407e-02,3.476e-02,1.000e+02,2.642e+00,1.400e+00,0.000e+00,3.781e+00,1.392e-01,3.781e+00,8.520e-05,0.000e+00,0.000e+00,-2.519e+00,1.300e+00,0.000e+00,4.927e-01,2.012e+00,4.926e-01,3.466e-05,0.000e+00,0.000e+00,1.50
2300,2300,13292,7.855e+00,0.000e+00,1.300e+00,1.383e-02,1.759e+00,0.000e+00,1.138e-03,1.270e-02,1.000e+02,1.774e+00,1.200e+00,2.000e-01,3.271e+00,9.743e-02,3.268e+00,1.484e-05,2.821e-03,0.000e+00,-2.628e+00,1.500e+00,0.000e+00,2.303e-01,1.659e+00,2.302e-01,1.718e-04,0.000e+00,0.000e+00,1.60
2400,2400,13661,6.209e+00,2.000e-01,1.400e+00,1.267e-01,2.017e+00,3.501e-02,1.631e-02,7.542e-02,9.000e+01,2.307e+00,1.500e+00,3.000e-01,3.870e+00,6.285e-02,3.870e+00,3.043e-04,2.050e-04,0.000e+00,-3.317e+00,1.500e+00,4.000e-01,1.812e-01,2.098e+00,1.810e-01,2.212e-04,9.094e-06,0.000e+00,2.00
2500,2500,14009,8.182e+00,1.000e-01,1.100e+00,1.585e-01,1.776e+00,9.133e-02,0.000e+00,6.720e-02,1.000e+02,2.778e+00,1.200e+00,0.000e+00,3.840e+00,6.197e-02,3.840e+00,0.000e+00,0.000e+00,0.000e+00,-3.260e+00,1.100e+00,1.000e-01,3.838e-02,2.199e+00,3.837e-02,0.000e+00,4.344e-06,0.000e+00,1.20
2600,2600,14341,8.330e+00,2.000e-01,1.100e+00,2.461e-01,6.162e-01,1.829e-01,4.474e-03,5.874e-02,1.000e+02,2.650e-01,1.300e+00,0.000e+00,1.372e+00,1.075e-01,1.372e+00,2.702e-05,0.000e+00,0.000e+00,-9.950e-01,1.300e+00,1.000e-01,1.640e-01,1.059e+00,1.637e-01,2.272e-04,3.650e-05,0.000e+00,1.50
2700,2700,14696,8.849e+00,0.000e+00,1.300e+00,6.896e-02,9.195e-01,0.000e+00,4.489e-03,6.447e-02,1.000e+02,1.983e+00,1.500e+00,0.000e+00,3.002e+00,1.910e-02,3.002e+00,0.000e+00,0.000e+00,0.000e+00,-3.232e+00,1.100e+00,1.000e-01,2.626e-02,2.159e+00,2.623e-02,2.333e-05,3.032e-06,0.000e+00,1.50
2800,2800,15024,9.278e+00,0.000e+00,1.300e+00,5.632e-02,6.787e-01,0.000e+00,7.455e-03,4.887e-02,1.000e+02,1.349e+00,1.200e+00,3.000e-01,2.470e+00,2.077e-02,2.470e+00,0.000e+00,1.976e-05,0.000e+00,-2.827e+00,1.500e+00,0.000e+00,7.510e-02,1.902e+00,7.510e-02,0.000e+00,0.000e+00,0.000e+00,1.50
2900,2900,15377,7.525e+00,3.000e-01,1.600e+00,4.476e-02,2.195e-01,3.169e-02,1.218e-03,1.186e-02,9.000e+01,-1.389e+00,2.100e+00,1.000e-01,2.564e-01,4.522e-02,2.563e-01,1.112e-05,3.569e-06,0.000e+00,-1.436e+00,2.000e+00,2.000e-01,1.403e-01,1.767e-01,1.402e-01,8.028e-05,4.090e-06,0.000e+00,2.50
3000,3000,15732,9.418e+00,1.000e-01,1.600e+00,1.548e-02,9.783e-02,1.087e-02,2.859e-04,4.324e-03,1.000e+02,-1.336e+00,1.300e+00,3.000e-01,7.959e-02,1.595e-02,7.958e-02,2.123e-06,6.757e-06,0.000e+00,-9.813e-01,1.900e+00,0.000e+00,6.425e-02,4.554e-02,6.425e-02,0.000e+00,0.000e+00,0.000e+00,1.90
3100,3100,16081,9.906e+00,0.000e+00,1.000e+00,3.967e-03,9.794e-02,0.000e+00,3.951e-04,3.572e-03,1.000e+02,-9.440e-01,1.200e+00,0.000e+00,6.357e-02,7.599e-03,6.357e-02,0.000e+00,0.000e+00,0.000e+00,-9.620e-01,1.200e+00,0.000e+00,5.214e-02,1.414e-02,5.214e-02,0.000e+00,0.000e+00,0.000e+00,1.20
3200,3200,16411,8.531e+00,0.000e+00,1.400e+00,4.247e-03,7.369e-02,0.000e+00,2.646e-04,3.982e-03,9.000e+01,-1.359e+00,1.200e+00,3.000e-01,4.682e-02,5.775e-03,4.680e-02,4.439e-08,1.214e-05,0.000e+00,-9.716e-01,1.500e+00,0.000e+00,3.984e-02,1.143e-02,3.983e-02,4.705e-06,0.000e+00,0.000e+00,1.60
3300,3300,16756,9.837e+00,1.000e-01,1.000e+00,1.250e-02,7.576e-02,7.746e-03,1.650e-04,4.585e-03,1.000e+02,-9.475e-01,1.200e+00,0.000e+00,6.479e-02,1.226e-02,6.479e-02,0.000e+00,0.000e+00,0.000e+00,-9.893e-01,1.200e+00,0.000e+00,3.834e-02,2.761e-02,3.834e-02,0.000e+00,0.000e+00,0.000e+00,1.20
3400,3400,17120,8.623e+00,1.000e-01,1.400e+00,1.057e-02,8.713e-02,6.268e-03,2.631e-04,4.039e-03,9.000e+01,-1.033e+00,1.400e+00,3.000e-01,7.704e-02,1.051e-02,7.704e-02,0.000e+00,3.352e-06,0.000e+00,-1.190e+00,1.500e+00,0.000e+00,3.346e-02,2.343e-02,3.341e-02,4.550e-05,0.000e+00,0.000e+00,1.70
3500,3500,17482,9.754e+00,0.000e+00,1.400e+00,3.503e-03,4.968e-02,0.000e+00,1.321e-04,3.370e-03,1.000e+02,-1.162e+00,1.400e+00,1.000e-01,4.187e-02,3.593e-03,4.187e-02,0.000e+00,1.446e-07,0.000e+00,-1.092e+00,1.100e+00,3.000e-01,1.707e-02,9.170e-03,1.707e-02,3.035e-06,1.261e-06,0.000e+00,1.50
3600,3600,17843,8.760e+00,2.000e-01,1.000e+00,1.192e-02,5.229e-02,1.029e-02,1.700e-04,1.455e-03,1.000e+02,-7.488e-02,1.200e+00,2.000e-01,4.027e-02,1.515e-02,4.027e-02,0.000e+00,3.900e-06,0.000e+00,-9.847e-01,1.400e+00,0.000e+00,2.870e-02,1.344e-02,2.870e-02,0.000e+00,0.000e+00,0.000e+00,1.40
3700,3700,18211,9.776e+00,0.000e+00,1.200e+00,1.056e-03,2.488e-02,0.000e+00,0.000e+00,1.056e-03,1.000e+02,-1.079e+00,1.100e+00,1.000e-01,2.263e-02,1.747e-03,2.263e-02,0.000e+00,8.416e-07,0.000e+00,-1.097e+00,1.100e+00,1.000e-01,7.230e-03,4.286e-03,7.229e-03,0.000e+00,6.555e-07,0.000e+00,1.20
3800,3800,18542,9.673e+00,1.000e-01,1.300e+00,3.617e-03,3.079e-02,2.146e-03,3.706e-05,1.434e-03,1.000e+02,-1.180e+00,1.400e+00,0.000e+00,2.475e-02,4.921e-03,2.475e-02,1.627e-06,0.000e+00,0.000e+00,-1.093e+00,1.300e+00,1.000e-01,1.572e-02,8.380e-03,1.572e-02,1.550e-06,6.103e-07,0.000e+00,1.50
3900,3900,18875,9.772e+00,0.000e+00,1.200e+00,1.039e-03,2.945e-02,0.000e+00,6.939e-05,9.694e-04,1.000e+02,-9.782e-01,1.400e+00,0.000e+00,2.409e-02,2.324e-03,2.409e-02,0.000e+00,0.000e+00,0.000e+00,-9.934e-01,1.200e+00,0.000e+00,1.093e-02,4.293e-03,1.093e-02,2.988e-06,0.000e+00,0.000e+00,1.40
4000,4000,19209,9.876e+00,0.000e+00,1.100e+00,1.018e-03,2.513e-02,0.000e+00,4.459e-05,9.732e-04,1.000e+02,-9.822e-01,1.300e+00,0.000e+00,2.011e-02,2.327e-03,2.011e-02,0.000e+00,0.000e+00,0.000e+00,-1.094e+00,1.200e+00,1.000e-01,1.043e-02,4.104e-03,1.043e-02,0.000e+00,5.766e-07,0.000e+00,1.30
4100,4100,19542,9.984e+00,0.000e+00,1.000e+00,8.325e-04,1.668e-02,0.000e+00,0.000e+00,8.325e-04,1.000e+02,-9.847e-01,1.000e+00,0.000e+00,1.697e-02,1.623e-03,1.697e-02,0.000e+00,0.000e+00,0.000e+00,-9.995e-01,1.000e+00,0.000e+00,4.277e-03,3.783e-03,4.277e-03,0.000e+00,0.000e+00,0.000e+00,1.00
4200,4200,19859,9.683e+00,0.000e+00,1.400e+00,8.753e-04,1.768e-02,0.000e+00,0.000e+00,8.753e-04,1.000e+02,-1.288e+00,1.100e+00,2.000e-01,1.386e-02,1.430e-03,1.386e-02,2.109e-08,1.071e-06,0.000e+00,-9.956e-01,1.300e+00,0.000e+00,7.395e-03,3.021e-03,7.394e-03,1.294e-06,0.000e+00,0.000e+00,1.40
4300,4300,20194,9.871e+00,0.000e+00,1.100e+00,7.198e-04,2.943e-02,0.000e+00,8.129e-05,6.386e-04,1.000e+02,-9.778e-01,1.400e+00,0.000e+00,2.412e-02,1.909e-03,2.412e-02,0.000e+00,0.000e+00,0.000e+00,-9.935e-01,1.300e+00,0.000e+00,1.005e-02,3.540e-03,1.005e-02,1.055e-06,0.000e+00,0.000e+00,1.40
4400,4400,20514,9.975e+00,0.000e+00,1.000e+00,6.295e-04,2.583e-02,0.000e+00,7.861e-05,5.509e-04,1.000e+02,-9.796e-01,1.300e+00,0.000e+00,2.218e-02,1.796e-03,2.218e-02,0.000e+00,0.000e+00,0.000e+00,-9.952e-01,1.300e+00,0.000e+00,8.182e-03,3.372e-03,8.182e-03,0.000e+00,0.000e+00,0.000e+00,1.30
4500,4500,20814,9.887e+00,0.000e+00,1.100e+00,6.630e-04,1.385e-02,0.000e+00,2.555e-05,6.375e-04,1.000e+02,-9.892e-01,1.100e+00,0.000e+00,1.213e-02,1.319e-03,1.213e-02,4.575e-07,0.000e+00,0.000e+00,-9.976e-01,1.200e+00,0.000e+00,5.038e-03,2.663e-03,5.038e-03,0.000e+00,0.000e+00,0.000e+00,1.20
4600,4600,21108,9.590e+00,1.000e-01,1.300e+00,1.723e-03,1.131e-02,8.064e-04,2.457e-05,8.924e-04,1.000e+02,-1.193e+00,1.300e+00,2.000e-01,8.625e-03,1.200e-03,8.625e-03,0.000e+00,6.822e-07,0.000e+00,-1.198e+00,1.300e+00,2.000e-01,5.467e-03,3.301e-03,5.467e-03,0.000e+00,5.544e-07,0.000e+00,1.50
4700,4700,21435,9.693e+00,0.000e+00,1.300e+00,6.045e-04,7.703e-03,0.000e+00,0.000e+00,6.045e-04,1.000e+02,-9.918e-01,1.300e+00,0.000e+00,8.801e-03,6.196e-04,8.801e-03,0.000e+00,0.000e+00,0.000e+00,-1.201e+00,1.000e+00,2.000e-01,1.431e-03,2.514e-03,1.430e-03,6.618e-07,5.449e-07,0.000e+00,1.30
4800,4800,21773,9.992e+00,0.000e+00,1.000e+00,4.794e-04,7.996e-03,0.000e+00,0.000e+00,4.794e-04,1.000e+02,-9.921e-01,1.000e+00,0.000e+00,8.693e-03,7.663e-04,8.693e-03,0.000e+00,0.000e+00,0.000e+00,-1.000e+00,1.000e+00,0.000e+00,1.813e-03,2.223e-03,1.813e-03,0.000e+00,0.000e+00,0.000e+00,1.00
4900,4900,22110,9.987e+00,0.000e+00,1.000e+00,4.542e-04,1.334e-02,0.000e+00,3.533e-05,4.189e-04,1.000e+02,-9.895e-01,1.200e+00,0.000e+00,1.162e-02,1.092e-03,1.162e-02,0.000e+00,0.000e+00,0.000e+00,-9.976e-01,1.200e+00,0.000e+00,4.533e-03,2.175e-03,4.533e-03,0.000e+00,0.000e+00,0.000e+00,1.20
5000,5000,22449,9.695e+00,1.000e-01,1.300e+00,1.586e-03,6.519e-03,1.046e-03,0.000e+00,5.400e-04,1.000e+02,-1.295e+00,1.200e+00,2.000e-01,6.873e-03,2.078e-03,6.872e-03,0.000e+00,9.528e-07,0.000e+00,-1.200e+00,1.300e+00,1.000e-01,3.498e-03,3.359e-03,3.496e-03,0.000e+00,1.999e-06,0.000e+00,1.40
5100,5100,22731,9.791e+00,0.000e+00,1.200e+00,5.048e-04,9.932e-03,0.000e+00,3.230e-05,4.725e-04,1.000e+02,-9.924e-01,1.400e+00,0.000e+00,8.382e-03,8.305e-04,8.382e-03,0.000e+00,0.000e+00,0.000e+00,-1.098e+00,1.200e+00,1.000e-01,3.696e-03,1.821e-03,3.696e-03,5.294e-07,2.207e-07,0.000e+00,1.40
5200,5200,23039,9.793e+00,0.000e+00,1.100e+00,4.379e-04,7.483e-03,0.000e+00,8.497e-06,4.294e-04,1.000e+02,-9.947e-01,1.100e+00,0.000e+00,6.043e-03,7.546e-04,6.042e-03,2.509e-07,0.000e+00,0.000e+00,-9.982e-01,1.200e+00,0.000e+00,3.261e-03,1.504e-03,3.261e-03,0.000e+00,0.000e+00,0.000e+00,1.20
5300,5300,23346,9.896e+00,0.000e+00,1.100e+00,4.893e-04,4.798e-03,0.000e+00,0.000e+00,4.893e-04,1.000e+02,-9.952e-01,1.100e+00,0.000e+00,5.310e-03,5.449e-04,5.310e-03,0.000e+00,0.000e+00,0.000e+00,-1.000e+00,1.000e+00,0.000e+00,1.168e-03,1.625e-03,1.168e-03,4.484e-07,0.000e+00,0.000e+00,1.10
5400,5400,23653,9.994e+00,0.000e+00,1.000e+00,4.005e-04,6.000e-03,0.000e+00,1.493e-05,3.855e-04,1.000e+02,-9.951e-01,1.100e+00,0.000e+00,5.515e-03,6.559e-04,5.515e-03,0.000e+00,0.000e+00,0.000e+00,-9.993e-01,1.100e+00,0.000e+00,2.197e-03,1.456e-03,2.197e-03,0.000e+00,0.000e+00,0.000e+00,1.10
5500,5500,23958,9.996e+00,0.000e+00,1.000e+00,3.963e-04,4.702e-03,0.000e+00,1.742e-05,3.789e-04,1.000e+02,-9.953e-01,1.200e+00,0.000e+00,5.114e-03,4.616e-04,5.114e-03,0.000e+00,0.000e+00,0.000e+00,-1.200e+00,1.100e+00,1.000e-01,1.087e-03,1.434e-03,1.086e-03,0.000e+00,1.133e-06,0.000e+00,1.20
5600,5600,24273,9.897e+00,0.000e+00,1.100e+00,4.358e-04,3.642e-03,0.000e+00,0.000e+00,4.358e-04,1.000e+02,-9.963e-01,1.100e+00,0.000e+00,4.105e-03,4.454e-04,4.105e-03,0.000e+00,0.000e+00,0.000e+00,-1.100e+00,1.000e+00,1.000e-01,9.696e-04,1.423e-03,9.695e-04,0.000e+00,1.658e-07,0.000e+00,1.10
5700,5700,24564,9.896e+00,0.000e+00,1.300e+00,4.147e-04,4.218e-03,0.000e+00,0.000e+00,4.147e-04,1.000e+02,-1.197e+00,1.000e+00,2.000e-01,3.516e-03,5.173e-04,3.516e-03,9.036e-09,1.553e-07,0.000e+00,-9.992e-01,1.300e+00,0.000e+00,1.981e-03,1.176e-03,1.981e-03,0.000e+00,0.000e+00,0.000e+00,1.30
5800,5800,24897,9.997e+00,0.000e+00,1.000e+00,3.668e-04,3.244e-03,0.000e+00,0.000e+00,3.668e-04,1.000e+02,-9.969e-01,1.000e+00,0.000e+00,3.528e-03,4.035e-04,3.528e-03,0.000e+00,0.000e+00,0.000e+00,-1.000e+00,1.000e+00,0.000e+00,8.885e-04,1.136e-03,8.885e-04,0.000e+00,0.000e+00,0.000e+00,1.00
5900,5900,25193,9.897e+00,0.000e+00,1.100e+00,3.391e-04,3.271e-03,0.000e+00,0.000e+00,3.391e-04,1.000e+02,-1.097e+00,1.000e+00,1.000e-01,2.955e-03,3.810e-04,2.955e-03,0.000e+00,1.287e-07,0.000e+00,-9.996e-01,1.100e+00,0.000e+00,1.290e-03,9.319e-04,1.290e-03,0.000e+00,0.000e+00,0.000e+00,1.10
6000,6000,25491,9.997e+00,0.000e+00,1.000e+00,3.784e-04,2.891e-03,0.000e+00,0.000e+00,3.784e-04,1.000e+02,-9.972e-01,1.000e+00,0.000e+00,3.158e-03,3.265e-04,3.158e-03,0.000e+00,0.000e+00,0.000e+00,-1.000e+00,1.000e+00,0.000e+00,7.497e-04,1.068e-03,7.497e-04,0.000e+00,0.000e+00,0.000e+00,1.00
6100,6100,25774,9.897e+00,0.000e+00,1.100e+00,3.962e-04,3.816e-03,0.000e+00,1.387e-05,3.824e-04,1.000e+02,-9.962e-01,1.200e+00,0.000e+00,4.072e-03,3.199e-04,4.072e-03,0.000e+00,0.000e+00,0.000e+00,-1.200e+00,1.100e+00,0.000e+00,7.535e-04,1.086e-03,7.476e-04,5.827e-06,0.000e+00,0.000e+00,1.20
6200,6200,26069,9.898e+00,0.000e+00,1.100e+00,4.001e-04,2.272e-03,0.000e+00,0.000e+00,4.001e-04,1.000e+02,-9.977e-01,1.100e+00,0.000e+00,2.594e-03,2.891e-04,2.594e-03,0.000e+00,0.000e+00,0.000e+00,-1.100e+00,1.000e+00,1.000e-01,6.178e-04,1.051e-03,6.177e-04,0.000e+00,1.075e-07,0.000e+00,1.10
6300,6300,26357,9.597e+00,1.000e-01,1.400e+00,1.259e-03,4.030e-03,7.131e-04,0.000e+00,5.458e-04,1.000e+02,-1.197e+00,1.400e+00,1.000e-01,3.780e-03,9.495e-04,3.780e-03,0.000e+00,3.395e-07,0.000e+00,-1.000e+00,1.200e+00,0.000e+00,1.921e-03,1.981e-03,1.921e-03,7.143e-07,0.000e+00,0.000e+00,1.50
6400,6400,26645,9.998e+00,0.000e+00,1.000e+00,2.953e-04,2.027e-03,0.000e+00,0.000e+00,2.953e-04,1.000e+02,-9.980e-01,1.000e+00,0.000e+00,2.256e-03,2.649e-04,2.256e-03,0.000e+00,0.000e+00,0.000e+00,-1.000e+00,1.000e+00,0.000e+00,5.899e-04,8.495e-04,5.899e-04,0.000e+00,0.000e+00,0.000e+00,1.00
6500,6500,26925,9.798e+00,0.000e+00,1.200e+00,2.751e-04,2.278e-03,0.000e+00,0.000e+00,2.751e-04,1.000e+02,-1.199e+00,1.000e+00,2.000e-01,1.603e-03,2.791e-04,1.603e-03,0.000e+00,1.557e-07,0.000e+00,-9.993e-01,1.200e+00,0.000e+00,1.316e-03,6.373e-04,1.316e-03,0.000e+00,0.000e+00,0.000e+00,1.20
6600,6600,27231,9.999e+00,0.000e+00,1.000e+00,2.771e-04,1.738e-03,0.000e+00,0.000e+00,2.771e-04,1.000e+02,-9.984e-01,1.000e+00,0.000e+00,1.875e-03,2.441e-04,1.875e-03,0.000e+00,0.000e+00,0.000e+00,-1.000e+00,1.000e+00,0.000e+00,5.657e-04,7.348e-04,5.657e-04,0.000e+00,0.000e+00,0.000e+00,1.00
